pair_id,node_a,node_b,relation,forward_a_implies_b,backward_b_implies_a,formal_a,formal_b,split_42,split_7,split_123,split_99,split_256
160,3861,360,weaker,True,False,x ◇ y = (z ◇ w) ◇ (u ◇ v),x ◇ x = (x ◇ x) ◇ y,test,train,train,excluded,excluded
161,230,3183,equivalent,True,True,x = (y ◇ (y ◇ x)) ◇ z,x = (((y ◇ z) ◇ x) ◇ y) ◇ w,train,excluded,train,test,train
162,101,3486,incomparable,False,False,x = x ◇ ((x ◇ y) ◇ x),x ◇ x = y ◇ ((y ◇ y) ◇ z),train,train,train,excluded,train
163,2011,1040,weaker,True,False,x = (y ◇ (z ◇ w)) ◇ (x ◇ z),x = x ◇ ((y ◇ (x ◇ y)) ◇ z),train,excluded,train,test,excluded
164,3208,1482,weaker,True,False,x = (((y ◇ z) ◇ y) ◇ w) ◇ w,x = (y ◇ x) ◇ (x ◇ (y ◇ y)),excluded,excluded,excluded,train,excluded
165,4444,1630,incomparable,False,False,x ◇ (y ◇ x) = (y ◇ x) ◇ z,x = (x ◇ x) ◇ ((x ◇ x) ◇ y),train,excluded,test,train,train
166,2296,24,incomparable,False,False,x = (y ◇ (x ◇ (x ◇ z))) ◇ x,x = (x ◇ x) ◇ y,excluded,excluded,train,excluded,excluded
167,3453,529,stronger,False,True,x ◇ y = z ◇ (w ◇ (u ◇ w)),x = y ◇ (y ◇ (z ◇ (z ◇ y))),train,test,excluded,train,test
168,1317,204,weaker,True,False,x = y ◇ (((y ◇ x) ◇ y) ◇ z),x = (x ◇ (x ◇ x)) ◇ y,excluded,excluded,excluded,train,test
169,2088,4506,incomparable,False,False,x = ((y ◇ x) ◇ x) ◇ (x ◇ y),x ◇ (y ◇ z) = (x ◇ x) ◇ x,train,train,excluded,train,excluded
170,2350,3443,weaker,True,False,x = (y ◇ (y ◇ (z ◇ x))) ◇ w,x ◇ y = z ◇ (w ◇ (z ◇ w)),test,train,excluded,excluded,train
171,2375,2578,equivalent,True,True,x = (y ◇ (z ◇ (x ◇ z))) ◇ w,x = (y ◇ ((z ◇ x) ◇ z)) ◇ w,train,train,excluded,excluded,train
172,2723,341,weaker,True,False,x = ((y ◇ x) ◇ (z ◇ y)) ◇ w,x ◇ y = y ◇ (z ◇ w),test,train,train,train,train
173,162,3931,incomparable,False,False,x = (x ◇ y) ◇ (z ◇ x),x ◇ y = (x ◇ (y ◇ z)) ◇ y,train,train,excluded,excluded,train
174,2846,1338,equivalent,True,True,x = ((y ◇ z) ◇ (w ◇ u)) ◇ v,x = y ◇ (((y ◇ z) ◇ y) ◇ z),excluded,excluded,train,train,excluded
175,4258,666,stronger,False,True,x ◇ y = ((z ◇ w) ◇ w) ◇ y,x = y ◇ (x ◇ ((x ◇ x) ◇ x)),train,train,train,excluded,train
176,4474,498,stronger,False,True,x ◇ (y ◇ y) = (x ◇ y) ◇ z,x = y ◇ (x ◇ (z ◇ (w ◇ w))),train,excluded,train,train,excluded
177,2420,2123,stronger,False,True,x = (y ◇ (z ◇ (w ◇ y))) ◇ x,x = ((y ◇ x) ◇ z) ◇ (w ◇ u),test,train,train,train,train
178,4680,3588,incomparable,False,False,(x ◇ y) ◇ z = (y ◇ z) ◇ w,x ◇ y = z ◇ ((x ◇ y) ◇ z),excluded,train,excluded,train,excluded
179,2269,4048,incomparable,False,False,x = (x ◇ (y ◇ (y ◇ z))) ◇ x,x ◇ y = (z ◇ (w ◇ y)) ◇ u,train,train,excluded,train,excluded
180,1683,3405,weaker,True,False,x = (y ◇ x) ◇ ((x ◇ x) ◇ z),x ◇ y = z ◇ (y ◇ (z ◇ y)),train,test,train,test,test
181,4642,2010,stronger,False,True,(x ◇ y) ◇ x = (z ◇ x) ◇ x,x = (y ◇ (z ◇ w)) ◇ (x ◇ y),excluded,excluded,train,test,train
182,608,2609,incomparable,False,False,x = y ◇ (z ◇ (w ◇ (u ◇ x))),x = (y ◇ ((z ◇ z) ◇ z)) ◇ x,train,train,excluded,excluded,excluded
183,3706,4588,incomparable,False,False,x ◇ x = (y ◇ z) ◇ (w ◇ x),(x ◇ x) ◇ x = (y ◇ x) ◇ y,train,excluded,train,excluded,train
184,4351,4116,incomparable,False,False,x ◇ (y ◇ y) = z ◇ (y ◇ y),x ◇ x = ((y ◇ z) ◇ w) ◇ u,excluded,test,train,excluded,excluded
185,924,666,weaker,True,False,x = y ◇ ((y ◇ y) ◇ (z ◇ z)),x = y ◇ (x ◇ ((x ◇ x) ◇ x)),train,excluded,excluded,train,train
186,412,4050,incomparable,False,False,x = x ◇ (x ◇ (x ◇ (x ◇ y))),x ◇ y = (z ◇ (w ◇ z)) ◇ y,excluded,excluded,train,train,train
187,3048,267,weaker,True,False,x = ((y ◇ (z ◇ w)) ◇ u) ◇ u,x = ((x ◇ y) ◇ z) ◇ y,test,excluded,excluded,test,excluded
188,3684,642,incomparable,False,False,x ◇ x = (y ◇ y) ◇ (x ◇ x),x = x ◇ (y ◇ ((y ◇ y) ◇ x)),train,excluded,excluded,train,train
189,4525,4660,incomparable,False,False,x ◇ (y ◇ z) = (y ◇ x) ◇ z,(x ◇ y) ◇ y = (y ◇ z) ◇ x,excluded,train,train,train,excluded
190,2379,1735,equivalent,True,True,x = (y ◇ (z ◇ (x ◇ w))) ◇ w,x = (y ◇ y) ◇ ((y ◇ z) ◇ y),train,excluded,test,excluded,excluded
191,1370,224,incomparable,False,False,x = y ◇ (((z ◇ y) ◇ y) ◇ x),x = (y ◇ (x ◇ z)) ◇ x,excluded,excluded,train,train,excluded
192,3356,4220,stronger,False,True,x ◇ y = y ◇ (y ◇ (y ◇ y)),x ◇ y = ((z ◇ y) ◇ w) ◇ x,excluded,train,test,train,excluded
193,3340,2523,stronger,False,True,x ◇ y = x ◇ (z ◇ (w ◇ w)),x = (y ◇ ((x ◇ z) ◇ z)) ◇ z,train,excluded,train,excluded,excluded
194,3655,3308,weaker,True,False,x ◇ y = z ◇ ((w ◇ u) ◇ z),x ◇ y = x ◇ (x ◇ (y ◇ x)),train,train,train,train,train
195,2727,4623,weaker,True,False,x = ((y ◇ x) ◇ (z ◇ z)) ◇ w,(x ◇ x) ◇ y = (z ◇ z) ◇ w,test,excluded,excluded,train,test
196,1796,654,weaker,True,False,x = (y ◇ z) ◇ ((z ◇ y) ◇ w),x = x ◇ (y ◇ ((z ◇ y) ◇ y)),train,excluded,excluded,train,excluded
197,3824,2977,stronger,False,True,x ◇ y = (z ◇ z) ◇ (y ◇ y),x = ((y ◇ (z ◇ x)) ◇ y) ◇ x,train,train,train,test,excluded
198,652,4427,incomparable,False,False,x = x ◇ (y ◇ ((z ◇ x) ◇ w)),x ◇ (x ◇ y) = (z ◇ w) ◇ x,excluded,excluded,test,excluded,train
199,4545,318,incomparable,False,False,x ◇ (y ◇ z) = (z ◇ y) ◇ y,x ◇ x = y ◇ (z ◇ x),train,excluded,excluded,excluded,train
200,2056,27,incomparable,False,False,x = ((x ◇ y) ◇ x) ◇ (z ◇ x),x = (x ◇ y) ◇ z,train,train,test,excluded,train
201,3933,4096,incomparable,False,False,x ◇ y = (x ◇ (y ◇ z)) ◇ w,x ◇ x = ((y ◇ y) ◇ z) ◇ x,excluded,test,excluded,excluded,excluded
202,1994,1412,equivalent,True,True,x = (y ◇ (z ◇ z)) ◇ (x ◇ z),x = y ◇ (((z ◇ w) ◇ z) ◇ z),excluded,train,test,excluded,train
203,4262,2465,incomparable,False,False,x ◇ y = ((z ◇ w) ◇ u) ◇ x,x = (x ◇ ((y ◇ x) ◇ z)) ◇ w,train,excluded,test,excluded,excluded
204,2219,2626,equivalent,True,True,x = ((y ◇ z) ◇ w) ◇ (y ◇ z),x = (y ◇ ((z ◇ w) ◇ y)) ◇ w,train,excluded,train,excluded,train
205,1826,2478,incomparable,False,False,x = (y ◇ z) ◇ ((w ◇ u) ◇ x),x = (x ◇ ((y ◇ z) ◇ x)) ◇ z,excluded,excluded,excluded,excluded,train
206,2890,2657,stronger,False,True,x = ((x ◇ (y ◇ z)) ◇ z) ◇ x,x = ((x ◇ x) ◇ (y ◇ z)) ◇ z,excluded,excluded,test,excluded,train
207,1184,3889,incomparable,False,False,x = y ◇ ((z ◇ (z ◇ y)) ◇ x),x ◇ x = (y ◇ (y ◇ x)) ◇ z,excluded,excluded,train,excluded,excluded
208,3760,2341,stronger,False,True,x ◇ y = (y ◇ y) ◇ (x ◇ z),x = (y ◇ (y ◇ (y ◇ y))) ◇ y,train,excluded,excluded,train,train
209,3270,2598,stronger,False,True,x ◇ x = y ◇ (x ◇ (x ◇ z)),x = (y ◇ ((z ◇ y) ◇ w)) ◇ z,train,train,train,excluded,excluded
210,1394,260,weaker,True,False,x = y ◇ (((z ◇ z) ◇ z) ◇ w),x = ((x ◇ y) ◇ x) ◇ x,excluded,excluded,excluded,train,train
211,986,4200,weaker,True,False,x = y ◇ ((z ◇ z) ◇ (z ◇ y)),x ◇ y = ((z ◇ x) ◇ z) ◇ y,train,train,excluded,excluded,train
212,1391,1357,equivalent,True,True,x = y ◇ (((z ◇ z) ◇ z) ◇ x),x = y ◇ (((z ◇ x) ◇ z) ◇ x),excluded,test,excluded,excluded,train
213,540,588,weaker,True,False,x = y ◇ (z ◇ (x ◇ (x ◇ w))),x = y ◇ (z ◇ (w ◇ (x ◇ x))),train,excluded,train,excluded,train
214,1979,256,incomparable,False,False,x = (y ◇ (z ◇ y)) ◇ (y ◇ x),x = ((x ◇ x) ◇ x) ◇ y,test,excluded,excluded,train,train
215,4235,300,stronger,False,True,x ◇ y = ((z ◇ z) ◇ z) ◇ z,x = ((y ◇ z) ◇ z) ◇ z,train,train,excluded,train,excluded
216,4313,3179,stronger,False,True,x ◇ (x ◇ y) = z ◇ (w ◇ u),x = (((y ◇ z) ◇ x) ◇ x) ◇ w,train,train,excluded,test,excluded
217,4051,1837,incomparable,False,False,x ◇ y = (z ◇ (w ◇ z)) ◇ z,x = (x ◇ (x ◇ y)) ◇ (x ◇ x),train,excluded,excluded,train,excluded
218,2335,3915,weaker,True,False,x = (y ◇ (y ◇ (x ◇ z))) ◇ z,x ◇ y = (x ◇ (x ◇ x)) ◇ y,train,train,train,excluded,train
219,3957,121,stronger,False,True,x ◇ y = (y ◇ (x ◇ z)) ◇ x,x = y ◇ ((x ◇ z) ◇ y),excluded,excluded,train,test,train
220,2330,4150,incomparable,False,False,x = (y ◇ (y ◇ (x ◇ y))) ◇ x,x ◇ y = ((x ◇ z) ◇ w) ◇ y,train,excluded,train,excluded,train
221,932,224,weaker,True,False,x = y ◇ ((y ◇ z) ◇ (y ◇ z)),x = (y ◇ (x ◇ z)) ◇ x,excluded,excluded,excluded,train,excluded
222,4603,1918,stronger,False,True,(x ◇ x) ◇ y = (x ◇ z) ◇ z,x = (y ◇ (x ◇ z)) ◇ (w ◇ z),excluded,train,train,test,train
223,4425,3986,stronger,False,True,x ◇ (x ◇ y) = (z ◇ z) ◇ z,x ◇ y = (y ◇ (z ◇ w)) ◇ w,test,excluded,excluded,train,train
224,2523,4126,weaker,True,False,x = (y ◇ ((x ◇ z) ◇ z)) ◇ z,x ◇ y = ((x ◇ x) ◇ z) ◇ w,train,excluded,excluded,train,train
225,2822,4361,weaker,True,False,x = ((y ◇ z) ◇ (w ◇ x)) ◇ y,x ◇ (y ◇ z) = x ◇ (w ◇ u),train,test,excluded,excluded,train
226,2290,709,incomparable,False,False,x = (y ◇ (x ◇ (x ◇ x))) ◇ x,x = y ◇ (y ◇ ((x ◇ z) ◇ x)),train,train,train,train,train
227,3434,3042,stronger,False,True,x ◇ y = z ◇ (w ◇ (x ◇ u)),x = ((y ◇ (z ◇ w)) ◇ w) ◇ w,test,train,excluded,train,train
228,2542,3771,weaker,True,False,x = (y ◇ ((y ◇ y) ◇ x)) ◇ z,x ◇ y = (y ◇ z) ◇ (x ◇ w),train,train,test,excluded,excluded
229,987,4332,weaker,True,False,x = y ◇ ((z ◇ z) ◇ (z ◇ z)),x ◇ (y ◇ x) = z ◇ (y ◇ z),test,train,excluded,excluded,train
230,3475,260,incomparable,False,False,x ◇ x = y ◇ ((x ◇ y) ◇ y),x = ((x ◇ y) ◇ x) ◇ x,train,test,excluded,train,train
231,4389,2027,stronger,False,True,x ◇ (x ◇ x) = (y ◇ y) ◇ y,x = (y ◇ (z ◇ w)) ◇ (w ◇ w),train,train,train,excluded,excluded
232,2727,1085,weaker,True,False,x = ((y ◇ x) ◇ (z ◇ z)) ◇ w,x = y ◇ ((x ◇ (y ◇ y)) ◇ x),test,excluded,test,train,test
233,3443,1608,incomparable,False,False,x ◇ y = z ◇ (w ◇ (z ◇ w)),x = (y ◇ z) ◇ (w ◇ (y ◇ x)),test,train,train,excluded,excluded
234,2050,4615,incomparable,False,False,x = ((x ◇ y) ◇ x) ◇ (x ◇ x),(x ◇ x) ◇ y = (z ◇ x) ◇ y,train,test,test,train,train
235,145,3451,weaker,True,False,x = y ◇ ((z ◇ z) ◇ w),x ◇ y = z ◇ (w ◇ (u ◇ y)),excluded,excluded,test,train,excluded
236,2044,3358,incomparable,False,False,x = ((x ◇ x) ◇ y) ◇ (y ◇ y),x ◇ y = y ◇ (y ◇ (z ◇ x)),excluded,excluded,train,excluded,train
237,3350,3613,stronger,False,True,x ◇ y = y ◇ (x ◇ (z ◇ z)),x ◇ y = z ◇ ((y ◇ w) ◇ z),train,excluded,train,test,train
238,709,4361,incomparable,False,False,x = y ◇ (y ◇ ((x ◇ z) ◇ x)),x ◇ (y ◇ z) = x ◇ (w ◇ u),train,excluded,excluded,train,train
239,77,4249,weaker,True,False,x = y ◇ (y ◇ (y ◇ z)),x ◇ y = ((z ◇ w) ◇ y) ◇ z,train,train,excluded,excluded,train
240,3798,4258,incomparable,False,False,x ◇ y = (z ◇ x) ◇ (w ◇ y),x ◇ y = ((z ◇ w) ◇ w) ◇ y,train,train,excluded,excluded,train
241,1930,943,weaker,True,False,x = (y ◇ (y ◇ x)) ◇ (z ◇ w),x = y ◇ ((z ◇ x) ◇ (x ◇ x)),excluded,train,excluded,excluded,excluded
242,3013,2856,weaker,True,False,x = ((y ◇ (z ◇ z)) ◇ y) ◇ z,x = ((x ◇ (x ◇ y)) ◇ y) ◇ y,excluded,train,train,excluded,test
243,1000,278,equivalent,True,True,x = y ◇ ((z ◇ w) ◇ (y ◇ y)),x = ((y ◇ x) ◇ z) ◇ z,excluded,train,train,train,excluded
244,2172,2102,equivalent,True,True,x = ((y ◇ z) ◇ x) ◇ (z ◇ w),x = ((y ◇ x) ◇ y) ◇ (y ◇ z),train,test,excluded,train,test
245,3867,3198,stronger,False,True,x ◇ x = (x ◇ (y ◇ x)) ◇ x,x = (((y ◇ z) ◇ y) ◇ y) ◇ y,excluded,excluded,excluded,excluded,excluded
246,2102,1067,weaker,True,False,x = ((y ◇ x) ◇ y) ◇ (y ◇ z),x = x ◇ ((y ◇ (z ◇ w)) ◇ x),train,excluded,excluded,train,test
247,2949,1114,stronger,False,True,x = ((y ◇ (y ◇ y)) ◇ y) ◇ x,x = y ◇ ((y ◇ (x ◇ y)) ◇ z),train,excluded,train,train,train
248,2598,2575,weaker,True,False,x = (y ◇ ((z ◇ y) ◇ w)) ◇ z,x = (y ◇ ((z ◇ x) ◇ z)) ◇ x,excluded,train,excluded,excluded,excluded
249,3713,2345,stronger,False,True,x ◇ y = (x ◇ x) ◇ (x ◇ z),x = (y ◇ (y ◇ (y ◇ z))) ◇ z,excluded,train,train,excluded,excluded
250,888,2903,weaker,True,False,x = y ◇ ((x ◇ y) ◇ (z ◇ w)),x = ((y ◇ (x ◇ x)) ◇ y) ◇ y,excluded,excluded,train,train,train
251,1286,4179,incomparable,False,False,x = y ◇ (((x ◇ y) ◇ x) ◇ y),x ◇ y = ((y ◇ z) ◇ y) ◇ y,excluded,excluded,excluded,train,train
252,4235,4623,weaker,True,False,x ◇ y = ((z ◇ z) ◇ z) ◇ z,(x ◇ x) ◇ y = (z ◇ z) ◇ w,excluded,train,train,train,test
253,4258,3603,stronger,False,True,x ◇ y = ((z ◇ w) ◇ w) ◇ y,x ◇ y = z ◇ ((y ◇ y) ◇ x),train,train,train,excluded,excluded
254,2971,1528,weaker,True,False,x = ((y ◇ (y ◇ z)) ◇ w) ◇ w,x = (y ◇ y) ◇ (y ◇ (y ◇ x)),excluded,excluded,excluded,excluded,train
255,1216,4262,weaker,True,False,x = y ◇ ((z ◇ (w ◇ w)) ◇ u),x ◇ y = ((z ◇ w) ◇ u) ◇ x,train,excluded,test,excluded,test
256,4258,2520,stronger,False,True,x ◇ y = ((z ◇ w) ◇ w) ◇ y,x = (y ◇ ((x ◇ z) ◇ y)) ◇ w,train,train,train,excluded,train
257,2379,2917,weaker,True,False,x = (y ◇ (z ◇ (x ◇ w))) ◇ w,x = ((y ◇ (x ◇ y)) ◇ z) ◇ z,train,excluded,excluded,excluded,test
258,3094,4191,incomparable,False,False,x = (((x ◇ y) ◇ z) ◇ z) ◇ y,x ◇ y = ((z ◇ x) ◇ x) ◇ x,excluded,excluded,excluded,train,train
259,4431,2149,stronger,False,True,x ◇ (x ◇ y) = (z ◇ w) ◇ u,x = ((y ◇ y) ◇ z) ◇ (y ◇ y),excluded,excluded,train,train,train
260,4558,1319,stronger,False,True,x ◇ (y ◇ z) = (w ◇ x) ◇ y,x = y ◇ (((y ◇ x) ◇ z) ◇ y),test,train,test,excluded,train
261,2403,608,weaker,True,False,x = (y ◇ (z ◇ (z ◇ y))) ◇ y,x = y ◇ (z ◇ (w ◇ (u ◇ x))),excluded,excluded,train,excluded,excluded
262,3700,932,stronger,False,True,x ◇ x = (y ◇ z) ◇ (y ◇ z),x = y ◇ ((y ◇ z) ◇ (y ◇ z)),excluded,train,excluded,excluded,train
263,3483,2277,incomparable,False,False,x ◇ x = y ◇ ((y ◇ x) ◇ z),x = (x ◇ (y ◇ (z ◇ y))) ◇ x,train,test,train,excluded,train
264,4028,3982,equivalent,True,True,x ◇ y = (z ◇ (z ◇ y)) ◇ z,x ◇ y = (y ◇ (z ◇ z)) ◇ w,train,excluded,train,train,excluded
265,2852,4654,incomparable,False,False,x = ((x ◇ (x ◇ y)) ◇ x) ◇ x,(x ◇ y) ◇ y = (x ◇ y) ◇ z,excluded,train,excluded,train,train
266,2201,27,weaker,True,False,x = ((y ◇ z) ◇ z) ◇ (y ◇ z),x = (x ◇ y) ◇ z,train,train,excluded,excluded,train
267,3649,4532,incomparable,False,False,x ◇ y = z ◇ ((w ◇ w) ◇ y),x ◇ (y ◇ z) = (y ◇ z) ◇ y,excluded,train,train,excluded,train
268,1839,788,stronger,False,True,x = (x ◇ (x ◇ y)) ◇ (x ◇ z),x = y ◇ (z ◇ ((z ◇ w) ◇ z)),train,excluded,train,train,excluded
269,2673,2226,stronger,False,True,x = ((x ◇ y) ◇ (y ◇ y)) ◇ y,x = ((y ◇ z) ◇ w) ◇ (z ◇ u),test,train,test,excluded,train
270,844,2523,stronger,False,True,x = x ◇ ((y ◇ y) ◇ (x ◇ z)),x = (y ◇ ((x ◇ z) ◇ z)) ◇ z,train,train,excluded,train,excluded
271,4649,4320,incomparable,False,False,(x ◇ y) ◇ x = (z ◇ w) ◇ x,x ◇ (y ◇ x) = y ◇ (x ◇ x),excluded,excluded,train,excluded,train
272,1350,1770,equivalent,True,True,x = y ◇ (((z ◇ x) ◇ x) ◇ y),x = (y ◇ z) ◇ ((x ◇ w) ◇ w),excluded,train,excluded,excluded,train
273,1087,4157,weaker,True,False,x = y ◇ ((x ◇ (y ◇ y)) ◇ z),x ◇ y = ((y ◇ x) ◇ y) ◇ x,excluded,train,train,excluded,excluded
274,4415,1611,stronger,False,True,x ◇ (x ◇ y) = (z ◇ x) ◇ x,x = (y ◇ z) ◇ (w ◇ (y ◇ w)),train,train,excluded,excluded,train
275,3822,2985,incomparable,False,False,x ◇ y = (z ◇ z) ◇ (x ◇ w),x = ((y ◇ (z ◇ x)) ◇ w) ◇ x,train,excluded,train,excluded,train
276,4635,2476,incomparable,False,False,(x ◇ y) ◇ x = (y ◇ x) ◇ x,x = (x ◇ ((y ◇ z) ◇ x)) ◇ x,excluded,excluded,train,train,excluded
277,4505,80,stronger,False,True,x ◇ (y ◇ y) = (z ◇ w) ◇ u,x = y ◇ (y ◇ (z ◇ z)),train,excluded,train,train,train
278,4123,2889,incomparable,False,False,x ◇ y = ((x ◇ x) ◇ z) ◇ x,x = ((x ◇ (y ◇ z)) ◇ y) ◇ w,excluded,excluded,test,excluded,train
279,3149,578,stronger,False,True,x = (((y ◇ y) ◇ y) ◇ x) ◇ x,x = y ◇ (z ◇ (z ◇ (y ◇ w))),train,train,train,test,train
280,2799,4614,incomparable,False,False,x = ((y ◇ z) ◇ (y ◇ w)) ◇ x,(x ◇ x) ◇ y = (z ◇ x) ◇ x,excluded,train,train,train,test
281,2232,653,incomparable,False,False,x = ((y ◇ z) ◇ w) ◇ (u ◇ x),x = x ◇ (y ◇ ((z ◇ y) ◇ x)),excluded,test,test,excluded,train
282,1476,1011,stronger,False,True,x = (x ◇ y) ◇ (z ◇ (w ◇ w)),x = y ◇ ((z ◇ w) ◇ (w ◇ z)),train,train,train,excluded,excluded
283,3141,3935,weaker,True,False,x = (((y ◇ y) ◇ x) ◇ x) ◇ z,x ◇ y = (x ◇ (z ◇ x)) ◇ y,train,train,excluded,excluded,excluded
284,3180,2619,stronger,False,True,x = (((y ◇ z) ◇ x) ◇ y) ◇ x,x = (y ◇ ((z ◇ w) ◇ x)) ◇ y,excluded,excluded,excluded,excluded,excluded
285,611,1223,weaker,True,False,x = y ◇ (z ◇ (w ◇ (u ◇ w))),x = x ◇ (((x ◇ x) ◇ x) ◇ x),train,test,excluded,test,excluded
286,197,2113,weaker,True,False,x = (y ◇ z) ◇ (z ◇ w),x = ((y ◇ x) ◇ z) ◇ (y ◇ z),train,excluded,test,excluded,excluded
287,2593,178,equivalent,True,True,x = (y ◇ ((z ◇ y) ◇ z)) ◇ y,x = (y ◇ y) ◇ (x ◇ z),train,excluded,excluded,excluded,train
288,815,1852,weaker,True,False,x = y ◇ (z ◇ ((w ◇ u) ◇ u)),x = (x ◇ (y ◇ x)) ◇ (y ◇ z),excluded,excluded,train,excluded,train
289,425,4558,incomparable,False,False,x = x ◇ (x ◇ (y ◇ (z ◇ w))),x ◇ (y ◇ z) = (w ◇ x) ◇ y,excluded,excluded,test,train,train
290,4157,2122,stronger,False,True,x ◇ y = ((y ◇ x) ◇ y) ◇ x,x = ((y ◇ x) ◇ z) ◇ (w ◇ w),train,excluded,train,train,test
291,1809,4526,weaker,True,False,x = (y ◇ z) ◇ ((w ◇ x) ◇ w),x ◇ (y ◇ z) = (y ◇ x) ◇ w,train,train,excluded,excluded,excluded
292,3220,1931,weaker,True,False,x = (((y ◇ z) ◇ z) ◇ z) ◇ z,x = (y ◇ (y ◇ y)) ◇ (x ◇ x),excluded,train,train,train,train
293,2640,1756,equivalent,True,True,x = (y ◇ ((z ◇ w) ◇ u)) ◇ z,x = (y ◇ z) ◇ ((x ◇ x) ◇ y),train,excluded,excluded,excluded,excluded
294,2971,1430,weaker,True,False,x = ((y ◇ (y ◇ z)) ◇ w) ◇ w,x = (x ◇ x) ◇ (x ◇ (y ◇ z)),excluded,excluded,excluded,train,train
295,4164,4505,incomparable,False,False,x ◇ y = ((y ◇ y) ◇ x) ◇ x,x ◇ (y ◇ y) = (z ◇ w) ◇ u,train,train,train,excluded,train
296,1394,3800,weaker,True,False,x = y ◇ (((z ◇ z) ◇ z) ◇ w),x ◇ y = (z ◇ x) ◇ (w ◇ w),excluded,excluded,excluded,excluded,excluded
297,1624,2796,equivalent,True,True,x = (y ◇ z) ◇ (w ◇ (u ◇ y)),x = ((y ◇ z) ◇ (y ◇ z)) ◇ y,train,train,excluded,test,train
298,2453,4390,incomparable,False,False,x = (x ◇ ((x ◇ y) ◇ z)) ◇ y,x ◇ (x ◇ x) = (y ◇ y) ◇ z,excluded,excluded,excluded,train,excluded
299,1299,3844,incomparable,False,False,x = y ◇ (((x ◇ z) ◇ y) ◇ x),x ◇ y = (z ◇ w) ◇ (y ◇ w),excluded,excluded,excluded,train,excluded
300,4216,946,stronger,False,True,x ◇ y = ((z ◇ y) ◇ z) ◇ x,x = y ◇ ((z ◇ x) ◇ (x ◇ w)),excluded,train,excluded,test,excluded
301,322,1325,incomparable,False,False,x ◇ y = x ◇ (x ◇ x),x = y ◇ (((y ◇ y) ◇ y) ◇ x),train,excluded,train,train,test
302,2956,4101,incomparable,False,False,x = ((y ◇ (y ◇ z)) ◇ x) ◇ x,x ◇ x = ((y ◇ z) ◇ x) ◇ y,train,test,test,test,train
303,3890,665,incomparable,False,False,x ◇ x = (y ◇ (y ◇ y)) ◇ x,x = x ◇ (y ◇ ((z ◇ w) ◇ u)),test,test,train,train,train
304,1122,1847,incomparable,False,False,x = y ◇ ((y ◇ (y ◇ y)) ◇ x),x = (x ◇ (y ◇ x)) ◇ (x ◇ x),train,excluded,train,train,train
305,3530,2010,stronger,False,True,x ◇ y = x ◇ ((z ◇ x) ◇ z),x = (y ◇ (z ◇ w)) ◇ (x ◇ y),excluded,excluded,train,excluded,train
306,4051,1286,incomparable,False,False,x ◇ y = (z ◇ (w ◇ z)) ◇ z,x = y ◇ (((x ◇ y) ◇ x) ◇ y),train,excluded,train,train,train
307,4051,729,stronger,False,True,x ◇ y = (z ◇ (w ◇ z)) ◇ z,x = y ◇ (y ◇ ((z ◇ y) ◇ z)),excluded,excluded,excluded,train,train
308,4598,3943,incomparable,False,False,(x ◇ x) ◇ y = (x ◇ y) ◇ x,x ◇ y = (x ◇ (z ◇ z)) ◇ y,excluded,test,train,train,excluded
309,1259,612,stronger,False,True,x = x ◇ (((y ◇ z) ◇ x) ◇ y),x = y ◇ (z ◇ (w ◇ (u ◇ u))),train,train,excluded,excluded,test
310,2644,1943,incomparable,False,False,x = ((x ◇ x) ◇ (x ◇ x)) ◇ x,x = (y ◇ (y ◇ z)) ◇ (x ◇ z),excluded,excluded,train,excluded,train
311,4062,3897,weaker,True,False,x ◇ y = (z ◇ (w ◇ u)) ◇ w,x ◇ x = (y ◇ (z ◇ x)) ◇ x,excluded,train,train,excluded,excluded
312,4390,3317,incomparable,False,False,x ◇ (x ◇ x) = (y ◇ y) ◇ z,x ◇ y = x ◇ (y ◇ (x ◇ z)),train,excluded,train,train,excluded
313,2754,2377,equivalent,True,True,x = ((y ◇ y) ◇ (z ◇ x)) ◇ y,x = (y ◇ (z ◇ (x ◇ w))) ◇ y,excluded,train,excluded,excluded,train
314,1907,2609,weaker,True,False,x = (y ◇ (x ◇ z)) ◇ (x ◇ w),x = (y ◇ ((z ◇ z) ◇ z)) ◇ x,train,train,excluded,excluded,train
315,3420,3516,weaker,True,False,x ◇ y = z ◇ (z ◇ (y ◇ w)),x ◇ y = x ◇ ((x ◇ z) ◇ z),train,excluded,train,excluded,excluded
316,4491,1816,incomparable,False,False,x ◇ (y ◇ y) = (z ◇ x) ◇ z,x = (y ◇ z) ◇ ((w ◇ z) ◇ x),test,train,excluded,train,excluded
317,4470,3561,stronger,False,True,x ◇ (y ◇ y) = (x ◇ x) ◇ y,x ◇ y = y ◇ ((y ◇ z) ◇ x),train,excluded,excluded,train,excluded
318,4050,3196,stronger,False,True,x ◇ y = (z ◇ (w ◇ z)) ◇ y,x = (((y ◇ z) ◇ y) ◇ x) ◇ w,excluded,excluded,train,train,train
319,2936,4222,incomparable,False,False,x = ((y ◇ (y ◇ x)) ◇ x) ◇ x,x ◇ y = ((z ◇ y) ◇ w) ◇ z,train,train,excluded,train,train
320,4597,561,stronger,False,True,(x ◇ x) ◇ y = (x ◇ x) ◇ z,x = y ◇ (z ◇ (y ◇ (y ◇ w))),train,excluded,train,test,test
